Partida,CapÌtulo,Programa,SubtÌtulo,Item,AsignaciÛn,DenominaciÛn,Monto Pesos,Monto DÛlar
5,7,1,29,4,,Mobiliario y Otros,12360,0
5,7,1,29,5,,M·quinas y Equipos,12360,0
5,7,1,29,6,,Equipos Inform·ticos,15450,0
5,7,1,29,7,,Programas Inform·ticos,10135,0
5,8,1,5,,,TRANSFERENCIAS CORRIENTES,1225350,0
5,8,1,5,2,,Del Gobierno Central,1225350,0
5,8,1,5,2,9,Servicio Nacional de PrevenciÛn y RehabilitaciÛn Consumo de Drogas y Alcohol,1225350,0
5,8,1,8,,,OTROS INGRESOS CORRIENTES,31,0
5,8,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,21,0
5,8,1,8,99,,Otros,10,0
5,8,1,9,,,APORTE FISCAL,49183147,0
5,8,1,9,1,,Libre,48856063,0
5,8,1,9,3,,Servicio de la Deuda Externa,327084,0
5,8,1,15,,,SALDO INICIAL DE CAJA,10,0
5,8,1,21,,,GASTOS EN PERSONAL,4953880,0
5,8,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2784300,0
5,8,1,24,,,TRANSFERENCIAS CORRIENTES,42156327,0
5,8,1,24,2,,Al Gobierno Central,530450,0
5,8,1,24,2,2,Encuesta Nacional Urbana de Seguridad Ciudadana - INE,530450,0
5,8,1,24,3,,A Otras Entidades P˙blicas,41625877,0
5,8,1,24,3,15,Programas de PrevenciÛn en Seguridad Ciudadana,10963162,0
5,8,1,24,3,18,Programa Estadio Seguro,1253346,0
5,8,1,24,3,41,Programa de GestiÛn en Seguridad Ciudadana,4720490,0
5,8,1,24,3,107,Plan Comunal de Seguridad P˙blica,24688879,0
5,8,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,186927,0
5,8,1,29,6,,Equipos Inform·ticos,43145,0
5,8,1,29,7,,Programas Inform·ticos,143782,0
5,8,1,34,,,SERVICIO DE LA DEUDA,327094,0
5,8,1,34,2,,AmortizaciÛn Deuda Externa,296947,0
5,8,1,34,4,,Intereses Deuda Externa,30137,0
5,8,1,34,7,,Deuda Flotante,10,0
5,8,1,35,,,SALDO FINAL DE CAJA,10,0
5,8,2,9,,,APORTE FISCAL,5861743,0
5,8,2,9,1,,Libre,5861743,0
5,8,2,21,,,GASTOS EN PERSONAL,4452963,0
5,8,2,22,,,BIENES Y SERVICIOS DE CONSUMO,1317046,0
5,8,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,91734,0
5,8,2,29,4,,Mobiliario y Otros,26580,0
5,8,2,29,6,,Equipos Inform·ticos,14028,0
5,8,2,29,7,,Programas Inform·ticos,51126,0
5,9,1,8,,,OTROS INGRESOS CORRIENTES,3718801,0
5,9,1,8,99,,Otros,3718801,0
5,9,1,9,,,APORTE FISCAL,58596196,0
5,9,1,9,1,,Libre,58596196,0
5,9,1,15,,,SALDO INICIAL DE CAJA,10,0
5,9,1,21,,,GASTOS EN PERSONAL,6827668,0
5,9,1,22,,,BIENES Y SERVICIOS DE CONSUMO,3611643,0
5,9,1,24,,,TRANSFERENCIAS CORRIENTES,51820429,0
5,9,1,24,2,,Al Gobierno Central,1225350,0
5,9,1,24,2,3,Programa Barrios CrÌticos - SubsecretarÌa de PrevenciÛn del Delito,1225350,0
5,9,1,24,3,,A Otras Entidades P˙blicas,50595079,0
5,9,1,24,3,1,Programa de Tratamiento y RehabilitaciÛn,41403518,0
5,9,1,24,3,3,Otros Programas de PrevenciÛn,2907288,0
5,9,1,24,3,5,Programas de CapacitaciÛn,785741,0
5,9,1,24,3,12,Municipalidades - Programa PREVIENE,4448754,0
5,9,1,24,3,13,Programa Control Cero Alcohol,1049778,0
5,9,1,26,,,OTROS GASTOS CORRIENTES,8907,0
5,9,1,26,1,,Devoluciones,8907,0
5,9,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,46350,0
5,9,1,29,3,,VehÌculos,15450,0
5,9,1,29,4,,Mobiliario y Otros,19348,0
5,9,1,29,6,,Equipos Inform·ticos,11552,0
5,9,1,35,,,SALDO FINAL DE CAJA,10,0
5,10,1,5,,,TRANSFERENCIAS CORRIENTES,10,0
5,10,1,5,1,,Del Sector Privado,10,0
5,10,1,5,1,1,Donaciones,10,0
5,10,1,6,,,RENTAS DE LA PROPIEDAD,218333,0
5,10,1,7,,,INGRESOS DE OPERACI”N,1163847,0
5,10,1,7,2,,Venta de Servicios,1163847,0
5,10,1,8,,,OTROS INGRESOS CORRIENTES,70399,0
5,10,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,70399,0
5,10,1,9,,,APORTE FISCAL,29028976,0
5,10,1,9,1,,Libre,29028976,0
5,10,1,15,,,SALDO INICIAL DE CAJA,10,0
5,10,1,21,,,GASTOS EN PERSONAL,12059992,0
5,10,1,22,,,BIENES Y SERVICIOS DE CONSUMO,2871123,0
5,10,1,24,,,TRANSFERENCIAS CORRIENTES,9119153,0
5,10,1,24,1,,Al Sector Privado,3005858,0
5,10,1,24,1,2,Asistencia Social (ORASMI),2387405,0
5,10,1,24,1,3,Becas,618443,0
5,10,1,24,1,23,AtenciÛn de DaÒos y Damnificados,10,0
5,10,1,24,3,,A Otras Entidades P˙blicas,6113295,0
5,10,1,24,3,2,Para Atender Situaciones de Emergencia,10,0
5,10,1,24,3,7,Programa de Derechos Humanos,1079467,0
5,10,1,24,3,41,Programa Diario Oficial,1135036,0
5,10,1,24,3,44,Migraciones y ExtranjerÌa,2366912,0
5,10,1,24,3,45,Delegaciones Presidenciales,1531870,0
5,10,1,25,,,INTEGROS AL FISCO,285825,0
5,10,1,25,1,,Impuestos,285825,0
5,10,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,116383,0
5,10,1,29,4,,Mobiliario y Otros,56001,0
5,10,1,29,5,,M·quinas y Equipos,13661,0
5,10,1,29,6,,Equipos Inform·ticos,46721,0
5,10,1,33,,,TRANSFERENCIAS DE CAPITAL,6029079,0
5,10,1,33,3,,A Otras Entidades P˙blicas,6029079,0
5,10,1,33,3,1,Para Atender Situaciones de Emergencia,10,0
5,10,1,33,3,3,Plan Nacional contra el Narcotr·fico,3086380,0
5,10,1,33,3,4,Plan Microtr·fico Cero,2942689,0
5,10,1,34,,,SERVICIO DE LA DEUDA,10,0
5,10,1,34,7,,Deuda Flotante,10,0
5,10,1,35,,,SALDO FINAL DE CAJA,10,0
5,10,2,9,,,APORTE FISCAL,3912316,0
5,10,2,9,1,,Libre,3912316,0
5,10,2,15,,,SALDO INICIAL DE CAJA,10,0
5,10,2,21,,,GASTOS EN PERSONAL,960066,0
5,10,2,22,,,BIENES Y SERVICIOS DE CONSUMO,2694212,0
5,10,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,258028,0
5,10,2,29,6,,Equipos Inform·ticos,127377,0
5,10,2,29,7,,Programas Inform·ticos,130651,0
5,10,2,34,,,SERVICIO DE LA DEUDA,10,0
5,10,2,34,7,,Deuda Flotante,10,0
5,10,2,35,,,SALDO FINAL DE CAJA,10,0
5,10,3,9,,,APORTE FISCAL,4668943,0
5,10,3,9,1,,Libre,4668943,0
5,10,3,15,,,SALDO INICIAL DE CAJA,1010,0
5,10,3,24,,,TRANSFERENCIAS CORRIENTES,729939,0
5,10,3,24,1,,Al Sector Privado,729939,0
5,10,3,24,1,997,Fondo Social,729939,0
5,10,3,33,,,TRANSFERENCIAS DE CAPITAL,3939014,0
5,10,3,33,1,,Al Sector Privado,3939014,0
5,10,3,33,1,995,Fondo Social,3939014,0
5,10,3,35,,,SALDO FINAL DE CAJA,1000,0
5,10,4,8,,,OTROS INGRESOS CORRIENTES,10,0
5,10,4,8,99,,Otros,10,0
5,10,4,9,,,APORTE FISCAL,38235954,0
5,10,4,9,1,,Libre,38235954,0
5,10,4,15,,,SALDO INICIAL DE CAJA,10,0
5,10,4,24,,,TRANSFERENCIAS CORRIENTES,15102431,0
5,10,4,24,1,,Al Sector Privado,15102431,0
5,10,4,24,1,24,Gastos de OperaciÛn de Cuerpo de Bomberos,11892490,0
5,10,4,24,1,25,"Ayuda Extraordinaria, Reparaciones y Mantenciones de Cuerpos de Bomberos",1253189,0
5,10,4,24,1,26,Funcionamiento de la Junta Nacional y Organismos Dependientes,1956752,0
5,10,4,33,,,TRANSFERENCIAS DE CAPITAL,23133523,0
5,10,4,33,1,,Al Sector Privado,23133523,0
5,10,4,33,1,1,Inversiones de Cuerpos de Bomberos,14081368,0
5,10,4,33,1,2,Importaciones y Compromisos en Moneda Extranjera para Cuerpos de Bomberos,5568902,0
5,10,4,33,1,3,Adquisiciones y Compromisos en Moneda Nacional para Cuerpos de Bomberos,3483253,0
5,10,4,34,,,SERVICIO DE LA DEUDA,10,0
5,10,4,34,7,,Deuda Flotante,10,0
5,10,4,35,,,SALDO FINAL DE CAJA,10,0
5,31,1,5,,,TRANSFERENCIAS CORRIENTES,1965737,0
5,31,1,5,2,,Del Gobierno Central,1965737,0
5,31,1,5,2,3,DirecciÛn General de MovilizaciÛn Nacional,1965737,0
5,31,1,7,,,INGRESOS DE OPERACI”N,1683222,0
5,31,1,9,,,APORTE FISCAL,869222560,44149
5,31,1,9,1,,Libre,869222560,44149
5,31,1,12,,,RECUPERACI”N DE PRESTAMOS,1026795,120
5,31,1,12,7,,Por Anticipos por Cambio de Residencia,1026795,120
5,31,1,15,,,SALDO INICIAL DE CAJA,50000,0
5,31,1,21,,,GASTOS EN PERSONAL,684913057,6158
5,31,1,22,,,BIENES Y SERVICIOS DE CONSUMO,135058889,37991
5,31,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,829428,0
5,31,1,23,1,,Prestaciones Previsionales,829428,0
5,31,1,24,,,TRANSFERENCIAS CORRIENTES,2863837,0
5,31,1,24,1,,Al Sector Privado,240590,0
5,31,1,24,1,3,Becas,93118,0
5,31,1,24,1,4,Premios y Otros,147472,0
5,31,1,24,3,,A Otras Entidades P˙blicas,2623247,0
5,31,1,24,3,29,Museo Carabineros de Chile,408531,0
5,31,1,24,3,30,DirecciÛn de Bienestar,1156140,0
5,31,1,24,3,31,Plan Modelo de IntegraciÛn Carabineros-Comunidad MICC,1058576,0
5,31,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,18422857,0
5,31,1,29,3,,VehÌculos,15481449,0
5,31,1,29,4,,Mobiliario y Otros,213234,0
5,31,1,29,5,,M·quinas y Equipos,1063476,0
5,31,1,29,6,,Equipos Inform·ticos,1164957,0
5,31,1,29,7,,Programas Inform·ticos,261502,0
5,31,1,29,99,,Otros Activos no Financieros,238239,0
5,31,1,31,,,INICIATIVAS DE INVERSI”N,29950406,0
5,31,1,31,2,,Proyectos,29950406,0
5,31,1,32,,,PR…STAMOS,1859840,120
5,31,1,32,7,,Por Anticipos por Cambio de Residencia,1859840,120
5,31,1,34,,,SERVICIO DE LA DEUDA,50000,0
5,31,1,34,7,,Deuda Flotante,50000,0
5,32,1,5,,,TRANSFERENCIAS CORRIENTES,2833831,0
5,32,1,5,3,,De Otras Entidades P˙blicas,2833831,0
5,32,1,5,3,7,Fondo para Hospitales,2833831,0
5,32,1,7,,,INGRESOS DE OPERACI”N,20294594,0
5,32,1,8,,,OTROS INGRESOS CORRIENTES,480230,0
5,32,1,8,99,,Otros,480230,0
5,32,1,12,,,RECUPERACI”N DE PRESTAMOS,1854000,0
5,32,1,12,10,,Ingresos por Percibir,1854000,0
5,32,1,15,,,SALDO INICIAL DE CAJA,150000,0
5,32,1,21,,,GASTOS EN PERSONAL,16313968,0
5,32,1,22,,,BIENES Y SERVICIOS DE CONSUMO,9038983,0
5,32,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,144254,0
5,32,1,23,1,,Prestaciones Previsionales,144254,0
5,32,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,15450,0
5,32,1,29,4,,Mobiliario y Otros,10300,0
5,32,1,29,6,,Equipos Inform·ticos,5150,0
5,32,1,34,,,SERVICIO DE LA DEUDA,100000,0
5,32,1,34,7,,Deuda Flotante,100000,0
5,33,1,5,,,TRANSFERENCIAS CORRIENTES,277082,0
5,33,1,5,2,,Del Gobierno Central,75752,0
5,33,1,5,2,1,Servicio Nacional de la Mujer - Programa 06,75752,0
5,33,1,5,3,,De Otras Entidades P˙blicas,201330,0
5,33,1,5,3,4,Municipalidades,201330,0
5,33,1,6,,,RENTAS DE LA PROPIEDAD,63323,0
5,33,1,7,,,INGRESOS DE OPERACI”N,806409,0
5,33,1,8,,,OTROS INGRESOS CORRIENTES,294595,0
5,33,1,8,99,,Otros,294595,0
5,33,1,9,,,APORTE FISCAL,254306893,0
5,33,1,9,1,,Libre,254306893,0
5,33,1,10,,,VENTA DE ACTIVOS NO FINANCIEROS,457311,0
5,33,1,10,3,,VehÌculos,448894,0
5,33,1,10,4,,Mobiliario y Otros,8417,0
5,33,1,21,,,GASTOS EN PERSONAL,207510581,0
5,33,1,22,,,BIENES Y SERVICIOS DE CONSUMO,34086840,0
5,33,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,309000,0
5,33,1,23,1,,Prestaciones Previsionales,309000,0
5,33,1,24,,,TRANSFERENCIAS CORRIENTES,474432,0
5,33,1,24,3,,A Otras Entidades P˙blicas,474432,0
5,33,1,24,3,243,Bienestar Social,474432,0
5,33,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,5873976,0
5,33,1,29,2,,Edificios,10300,0
5,33,1,29,3,,VehÌculos,2186690,0
5,33,1,29,4,,Mobiliario y Otros,483228,0
5,33,1,29,5,,M·quinas y Equipos,1258055,0
5,33,1,29,6,,Equipos Inform·ticos,1048897,0
5,33,1,29,7,,Programas Inform·ticos,886806,0
5,33,1,31,,,INICIATIVAS DE INVERSI”N,7950784,0
5,33,1,31,2,,Proyectos,7950784,0
5,61,1,8,,,OTROS INGRESOS CORRIENTES,4220,0
5,61,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,4200,0
5,61,1,8,2,,Multas y Sanciones Pecuniarias,10,0
5,61,1,8,99,,Otros,10,0
5,61,1,9,,,APORTE FISCAL,3014374,0
5,61,1,9,1,,Libre,3014374,0
5,61,1,15,,,SALDO INICIAL DE CAJA,1000,0
5,61,1,21,,,GASTOS EN PERSONAL,2204718,0
5,61,1,22,,,BIENES Y SERVICIOS DE CONSUMO,499116,0
5,61,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
5,61,1,23,3,,Prestaciones Sociales del Empleador,10,0
5,61,1,24,,,TRANSFERENCIAS CORRIENTES,223483,0
5,61,1,24,1,,Al Sector Privado,223483,0
5,61,1,24,1,50,Pagos Art. 39 e Inciso Final Art. 72 Ley N∞ 19.175,223483,0
5,61,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,90267,0
5,61,1,29,3,,VehÌculos,15592,0
5,61,1,29,4,,Mobiliario y Otros,12360,0
5,61,1,29,6,,Equipos Inform·ticos,30900,0
5,61,1,29,7,,Programas Inform·ticos,31415,0
5,61,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,61,1,34,7,,Deuda Flotante,1000,0
5,61,1,35,,,SALDO FINAL DE CAJA,1000,0
5,61,2,6,,,RENTAS DE LA PROPIEDAD,51534,0
5,61,2,8,,,OTROS INGRESOS CORRIENTES,174466,0
5,61,2,8,99,,Otros,174466,0
5,61,2,9,,,APORTE FISCAL,18173007,0
5,61,2,9,1,,Libre,18173007,0
5,61,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,18779927,0
5,61,2,13,2,,Del Gobierno Central,18779927,0
5,61,2,13,2,3,SubsecretarÌa de Bienes Nacionales,1888214,0
5,61,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,9199024,0
5,61,2,13,2,6,"Tesoro P˙blico-Ley N∞ 19.143, Patentes Mineras",3216487,0
5,61,2,13,2,13,Tesoro P˙blico ArtÌculo 129 bis 19 CÛdigo de Aguas,92812,0
5,61,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,4347191,0
5,61,2,13,2,20,"Tesoro P˙blico Ley N∞18.892, Patentes de Acuicultura",36199,0
5,61,2,15,,,SALDO INICIAL DE CAJA,1358430,0
5,61,2,24,,,TRANSFERENCIAS CORRIENTES,2851155,0
5,61,2,24,1,,Al Sector Privado,1724997,0
5,61,2,24,1,1,Actividades Culturales,375386,0
5,61,2,24,1,3,Actividades Deportivas,375386,0
5,61,2,24,1,5,Actividades de Seguridad Ciudadana,375386,0
5,61,2,24,1,6,CorporaciÛn Agencia Regional de Desarrollo Productivo de la RegiÛn de Tarapac·,598839,0
5,61,2,24,3,,A Otras Entidades P˙blicas,1126158,0
5,61,2,24,3,1,Municipalidades - Actividades Culturales,375386,0
5,61,2,24,3,3,Municipalidades - Actividades Deportivas,375386,0
5,61,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,375386,0
5,61,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,2300451,0
5,61,2,29,3,,VehÌculos,818617,0
5,61,2,29,5,,M·quinas y Equipos,1405581,0
5,61,2,29,6,,Equipos Inform·ticos,26204,0
5,61,2,29,7,,Programas Inform·ticos,50049,0
5,61,2,31,,,INICIATIVAS DE INVERSI”N,29333880,0
5,61,2,31,1,,Estudios B·sicos,487714,0
5,61,2,31,2,,Proyectos,28821295,0
5,61,2,31,3,,Programas de InversiÛn,24871,0
5,61,2,32,,,PR…STAMOS,"0,001",0
5,61,2,32,6,,Por Anticipos a Contratistas,"0,001",0
5,61,2,32,6,1,Anticipos a Contratistas,800000,0
5,61,2,32,6,2,RecuperaciÛn de Anticipos a Contratistas,-800000,0
5,61,2,33,,,TRANSFERENCIAS DE CAPITAL,4049878,0
5,61,2,33,1,,Al Sector Privado,286925,0
5,61,2,33,1,10,AplicaciÛn Letra a) ArtÌculo Cuarto Transitorio Ley N∞20.378,286925,0
5,61,2,33,3,,A Otras Entidades P˙blicas,3762953,0
5,61,2,33,3,103,UNAP-Transferencia catalizador de la industria ERNC regional en sistema PMGD,5768,0
5,61,2,33,3,104,UNAP-Puesta en valor digital y formaciÛn de capital humano.,105037,0
5,61,2,33,3,106,UNIVERSIDAD DE LOS LAGOS-Transferencia desarrollo y gestiÛn empresarial para la comp. del sector ganadero.,158572,0
5,61,2,33,3,107,UNIVERSIDAD DE LOS LAGOS-Desarrollo del potencial innovador para el crecimiento inclusivo de la regiÛn de Tarapac·,89788,0
5,61,2,33,3,999,Fondos FIC (Sin Distribuir),3403788,0
5,61,2,34,,,SERVICIO DE LA DEUDA,1000,0
5,61,2,34,7,,Deuda Flotante,1000,0
5,61,2,35,,,SALDO FINAL DE CAJA,1000,0
5,62,1,8,,,OTROS INGRESOS CORRIENTES,4346,0
5,62,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,4326,0
5,62,1,8,2,,Multas y Sanciones Pecuniarias,10,0
5,62,1,8,99,,Otros,10,0
5,62,1,9,,,APORTE FISCAL,3306472,0
5,62,1,9,1,,Libre,3306472,0
5,62,1,15,,,SALDO INICIAL DE CAJA,1000,0
5,62,1,21,,,GASTOS EN PERSONAL,2493246,0
5,62,1,22,,,BIENES Y SERVICIOS DE CONSUMO,444122,0
5,62,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
5,62,1,23,3,,Prestaciones Sociales del Empleador,10,0
5,62,1,24,,,TRANSFERENCIAS CORRIENTES,272244,0
5,62,1,24,1,,Al Sector Privado,272244,0
5,62,1,24,1,50,Pagos Art. 39 e Inciso Final Art. 72 Ley N∞ 19.175,272244,0
5,62,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,100196,0
5,62,1,29,3,,VehÌculos,18540,0
5,62,1,29,4,,Mobiliario y Otros,12704,0
5,62,1,29,5,,M·quinas y Equipos,1772,0
5,62,1,29,7,,Programas Inform·ticos,67180,0
5,62,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,62,1,34,7,,Deuda Flotante,1000,0
5,62,1,35,,,SALDO FINAL DE CAJA,1000,0
5,62,2,6,,,RENTAS DE LA PROPIEDAD,52232,0
5,62,2,8,,,OTROS INGRESOS CORRIENTES,319216,0
5,62,2,8,99,,Otros,319216,0
5,62,2,9,,,APORTE FISCAL,25095239,0
5,62,2,9,1,,Libre,25095239,0
5,62,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,41377146,0
5,62,2,13,2,,Del Gobierno Central,41377146,0
5,62,2,13,2,3,SubsecretarÌa de Bienes Nacionales,5556905,0
5,62,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,14331962,0
5,62,2,13,2,6,"Tesoro P˙blico Ley N∞ 19.143, Patentes Mineras",10499969,0
5,62,2,13,2,8,"Tesoro P˙blico Ley N∞19.995, Casinos de Juegos",3749519,0
5,62,2,13,2,9,"Tesoro P˙blico Ley N∞ 19.657, Patentes GeotÈrmicas",150377,0
5,62,2,13,2,13,Tesoro P˙blico ArtÌculo 129 bis 19 Ley N∞ 20.017 CÛdigo de Aguas,657598,0
5,62,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,6415549,0
5,62,2,13,2,20,"Tesoro P˙blico Ley N∞18.892, Patentes de Acuicultura",15267,0
5,62,2,15,,,SALDO INICIAL DE CAJA,6002000,0
5,62,2,24,,,TRANSFERENCIAS CORRIENTES,4791434,0
5,62,2,24,1,,Al Sector Privado,2371502,0
5,62,2,24,1,1,Actividades Culturales,722395,0
5,62,2,24,1,3,Actividades Deportivas,722395,0
5,62,2,24,1,5,Actividades de Seguridad Ciudadana,722395,0
5,62,2,24,1,21,CICITEM-CorporaciÛn Centro de InvestigaciÛn CientÌfico TecnolÛgico para la MinerÌa,204317,0
5,62,2,24,3,,A Otras Entidades P˙blicas,2419932,0
5,62,2,24,3,1,Municipalidades - Actividades Culturales,722395,0
5,62,2,24,3,3,Municipalidades - Actividades Deportivas,722395,0
5,62,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,722395,0
5,62,2,24,3,10,Municipalidades-Subsidio MantenciÛn de Parques,252747,0
5,62,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,5634509,0
5,62,2,29,3,,VehÌculos,3507024,0
5,62,2,29,4,,Mobiliario y Otros,591293,0
5,62,2,29,5,,M·quinas y Equipos,1536192,0
5,62,2,31,,,INICIATIVAS DE INVERSI”N,53061091,0
5,62,2,31,1,,Estudios B·sicos,242691,0
5,62,2,31,2,,Proyectos,52158700,0
5,62,2,31,3,,Programas de InversiÛn,659700,0
5,62,2,32,,,PR…STAMOS,"0,001",0
5,62,2,32,6,,Por Anticipos a Contratistas,"0,001",0
5,62,2,32,6,1,Anticipos a Contratistas,800000,0
5,62,2,32,6,2,RecuperaciÛn de Anticipos a Contratistas,-800000,0
5,62,2,33,,,TRANSFERENCIAS DE CAPITAL,9356799,0
5,62,2,33,3,,A Otras Entidades P˙blicas,9356799,0
5,62,2,33,3,100,Municipalidades (Programa Mejoramiento de Barrios),20984,0
5,62,2,33,3,125,Municipalidades (Fondo Regional de Iniciativa Local),403224,0
5,62,2,33,3,200,Sostenedores Establecimientos Municipales,1030000,0
5,62,2,33,3,247,SUBSECRETARÕA DE MINERÕA-CapacitaciÛn y asistencia tÈcnica pequeÒa minerÌa II regiÛn.,608875,0
5,62,2,33,3,275,SERNATUR - DifusiÛn plan regional de promociÛn del sector turÌstico.,659200,0
5,62,2,33,3,279,SUBPESCA-Transferencia fomento productivo pesca artesanal.,311581,0
5,62,2,33,3,963,FOSIS-Programa de Transferencia Crediticia para el Desarrollo del Sector Pesquero Artesanal en la RegiÛn,135960,0
5,62,2,33,3,964,FOSIS-Programa de Transferencia Crediticia para Micro y PequeÒas Empresas en la RegiÛn,515000,0
5,62,2,33,3,965,SERNAPESCA-Programa de Fortalecimiento Productivo para el Desarrollo de la Pesca Artesanal de la RegiÛn,61452,0
5,62,2,33,3,999,ProvisiÛn FIC (Sin Distribuir),5610523,0
5,62,2,34,,,SERVICIO DE LA DEUDA,1000,0
5,62,2,34,7,,Deuda Flotante,1000,0
5,62,2,35,,,SALDO FINAL DE CAJA,1000,0
5,63,1,8,,,OTROS INGRESOS CORRIENTES,4220,0
5,63,1,8,1,,Recuperaciones y Reembolsos por Licencias MÈdicas,4200,0
5,63,1,8,2,,Multas y Sanciones Pecuniarias,10,0
5,63,1,8,99,,Otros,10,0
5,63,1,9,,,APORTE FISCAL,3208816,0
5,63,1,9,1,,Libre,3208816,0
5,63,1,15,,,SALDO INICIAL DE CAJA,1000,0
5,63,1,21,,,GASTOS EN PERSONAL,2345862,0
5,63,1,22,,,BIENES Y SERVICIOS DE CONSUMO,516672,0
5,63,1,23,,,PRESTACIONES DE SEGURIDAD SOCIAL,10,0
5,63,1,23,3,,Prestaciones Sociales del Empleador,10,0
5,63,1,24,,,TRANSFERENCIAS CORRIENTES,251405,0
5,63,1,24,1,,Al Sector Privado,251405,0
5,63,1,24,1,50,Pagos Art. 39 e Inciso Final Art. 72 Ley N∞ 19.175,251405,0
5,63,1,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,98087,0
5,63,1,29,3,,VehÌculos,18540,0
5,63,1,29,4,,Mobiliario y Otros,11697,0
5,63,1,29,5,,M·quinas y Equipos,7030,0
5,63,1,29,6,,Equipos Inform·ticos,35311,0
5,63,1,29,7,,Programas Inform·ticos,25509,0
5,63,1,34,,,SERVICIO DE LA DEUDA,1000,0
5,63,1,34,7,,Deuda Flotante,1000,0
5,63,1,35,,,SALDO FINAL DE CAJA,1000,0
5,63,2,6,,,RENTAS DE LA PROPIEDAD,167962,0
5,63,2,8,,,OTROS INGRESOS CORRIENTES,367542,0
5,63,2,8,99,,Otros,367542,0
5,63,2,9,,,APORTE FISCAL,21152644,0
5,63,2,9,1,,Libre,21152644,0
5,63,2,13,,,TRANSFERENCIAS PARA GASTOS DE CAPITAL,22804090,0
5,63,2,13,2,,Del Gobierno Central,22804090,0
5,63,2,13,2,3,SubsecretarÌa de Bienes Nacionales,504893,0
5,63,2,13,2,4,SubsecretarÌa de Desarrollo Regional y Administrativo,9892322,0
5,63,2,13,2,6,"Tesoro P˙blico Ley N∞ 19.143, Patentes Mineras",5896066,0
5,63,2,13,2,8,"Tesoro P˙blico Ley N∞19.995, Casinos de Juegos",850739,0
5,63,2,13,2,13,"Tesoro P˙blico ArtÌculo 129 bis 19 Ley N∞ 20.017, CÛdigo de Aguas",455625,0
5,63,2,13,2,19,Fondo de InversiÛn y ReconversiÛn Regional,5144645,0
5,63,2,13,2,20,"Tesoro P˙blico Ley N∞18.892, Patentes de Acuicultura",59800,0
5,63,2,15,,,SALDO INICIAL DE CAJA,842662,0
5,63,2,24,,,TRANSFERENCIAS CORRIENTES,3050722,0
5,63,2,24,1,,Al Sector Privado,1716403,0
5,63,2,24,1,1,Actividades Culturales,444773,0
5,63,2,24,1,3,Actividades Deportivas,444773,0
5,63,2,24,1,5,Actividades de Seguridad Ciudadana,444773,0
5,63,2,24,1,6,CorporaciÛn para la Competitividad e InnovaciÛn de la RegiÛn de Atacama,382084,0
5,63,2,24,3,,A Otras Entidades P˙blicas,1334319,0
5,63,2,24,3,1,Municipalidades - Actividades Culturales,444773,0
5,63,2,24,3,3,Municipalidades - Actividades Deportivas,444773,0
5,63,2,24,3,5,Municipalidades - Actividades de Seguridad Ciudadana,444773,0
5,63,2,29,,,ADQUISICI”N DE ACTIVOS NO FINANCIEROS,1208527,0
5,63,2,29,3,,VehÌculos,334144,0
5,63,2,29,6,,Equipos Inform·ticos,874383,0
5,63,2,31,,,INICIATIVAS DE INVERSI”N,35753283,0
5,63,2,31,1,,Estudios B·sicos,10,0
5,63,2,31,2,,Proyectos,35736876,0
